# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Mar 11 09:22:38 2025
#
# User preference: *
#
# CONSTRAINT:  where (disposition like 'Candidate')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN k2_name:        K2 ID
# COLUMN tic_id:         TIC ID
# COLUMN gaia_id:        GAIA ID
# COLUMN default_flag:   Default Parameter Set
# COLUMN disposition:    Archive Disposition
# COLUMN disp_refname:   Archive Disposition Reference
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,k2_name,tic_id,gaia_id,default_flag,disposition,disp_refname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
EPIC 201176672.01,EPIC 201176672,,TIC 443616789,Gaia DR2 3786782921542870528,1,CANDIDATE,Crossfield et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,79.99990000,0.00980000,-0.00980000,0,,,,,10.200,2.100,-2.100,0,0.910,0.190,-0.190,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,4542.00,130.00,-130.00,0,0.51,0.10,-0.10,0,,,,,,,,,,4.75,0.10,-0.10,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h16m35.97s,169.1498727,-04d39m23.19s,-4.6564416,333.4600000,7.5790000,-7.2550000,14.2580000,0.1490000,-0.1490000,11.6040000,0.0230000,-0.0230000,13.9651000,0.0004010,-0.0004010,2016-07-18,2016-09,2016-07-18
EPIC 201176672.02,EPIC 201176672,,TIC 443616789,Gaia DR2 3786782921542870528,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,,,,30.000,8.300,-10.600,0,3.000,0.740,-0.946,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.71,0.05,-0.05,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h16m35.97s,169.1498727,-04d39m23.19s,-4.6564416,333.4600000,7.5790000,-7.2550000,14.2580000,0.1490000,-0.1490000,11.6040000,0.0230000,-0.0230000,13.9651000,0.0004010,-0.0004010,2019-09-05,2019-09,2019-09-05
EPIC 201180665.01,EPIC 201180665,,TIC 349458175,Gaia DR2 3597117268831903872,1,CANDIDATE,Livingston et al. 2018,1,0,Transit,2018,K2,Published Candidate,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,17.77297000,0.00009000,-0.00009000,0,,,,,26.440,0.650,-0.650,0,2.359,0.058,-0.058,0,,,,,,,,,,,,,,,,,,830,34,-33,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5847.00,82.63,-157.44,0,1.25,0.07,-0.06,0,1.06,0.12,-0.15,0,,,,,,4.27,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h16m40.73s,184.1697015,-04d33m37.42s,-4.5603949,601.2650000,9.0880000,-8.8270000,13.3270000,0.0800000,-0.0800000,11.6500000,0.0190000,-0.0190000,13.0873000,0.0005210,-0.0005210,2018-08-02,2018-08,2018-08-02
EPIC 201182911.01,EPIC 201182911,,TIC 173109451,Gaia DR2 3786283056068678912,1,CANDIDATE,Vanderburg et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,0.99656225,,,0,,,,,32.800,,,0,2.926,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,3727.00,,,0,0.50,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h30m50.50s,172.7104166,-04d30m27.33s,-4.5075924,335.6320000,6.7025000,-6.7025000,16.2260000,0.2860000,-0.2860000,12.3350000,0.0270000,-0.0270000,15.4518000,0.0010970,-0.0010970,2015-12-05,2016-01,2015-12-05
EPIC 201197348.01,EPIC 201197348,,TIC 62965118,Gaia DR2 3600148038273461632,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,14.91390000,0.00180000,-0.00200000,0,,,,,3.240,0.330,-0.560,0,0.289,0.029,-0.050,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.65,0.04,-0.02,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h48m22.77s,177.0948891,-04d09m51.86s,-4.1644059,360.1030000,5.7250000,-5.5520000,15.5370000,0.0460000,-0.0460000,12.4240000,0.0270000,-0.0270000,15.0437000,0.0002890,-0.0002890,2019-09-05,2019-09,2019-09-05
EPIC 201197348.01,EPIC 201197348,,TIC 62965118,Gaia DR2 3600148038273461632,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,14.91238100,,,0,,,,,3.550,,,0,0.317,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,4224.00,,,0,0.65,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h48m22.77s,177.0948891,-04d09m51.86s,-4.1644059,360.1030000,5.7250000,-5.5520000,15.5370000,0.0460000,-0.0460000,12.4240000,0.0270000,-0.0270000,15.0437000,0.0002890,-0.0002890,2015-12-05,2016-01,2015-12-05
EPIC 201231940.01,EPIC 201231940,,TIC 49429059,Gaia DR2 3792376167257112320,1,CANDIDATE,Vanderburg et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,0.57303573,,,0,,,,,3.350,,,0,0.299,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,3570.00,,,0,0.43,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h36m28.97s,174.1207146,-03d28m58.18s,-3.4828286,1138.6400000,340.6700000,-221.6370000,18.7800000,0.2000000,-0.2000000,15.1550000,0.1590000,-0.1590000,18.0887000,0.0021480,-0.0021480,2015-12-05,2016-01,2015-12-05
EPIC 201238110.01,EPIC 201238110,,TIC 35019000,Gaia DR2 3600975145895223040,1,CANDIDATE,Kruse et al. 2019,1,1,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,7.90417000,0.00091000,-0.00148000,0,,,,,2.060,0.530,-0.560,0,0.184,0.047,-0.050,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.37,0.09,-0.04,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h58m49.40s,179.7058532,-03d23m22.06s,-3.3894613,159.2590000,1.4140000,-1.3900000,16.0140000,1.1330000,-1.1330000,11.9330000,0.0240000,-0.0240000,15.2612000,0.0005010,-0.0005010,2019-09-05,2019-09,2019-09-05
EPIC 201238110.01,EPIC 201238110,,TIC 35019000,Gaia DR2 3600975145895223040,0,CANDIDATE,Kruse et al. 2019,1,1,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,7.90696060,,,0,,,,,3.020,,,0,0.269,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,3772.00,,,0,0.52,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h58m49.40s,179.7058532,-03d23m22.06s,-3.3894613,159.2590000,1.4140000,-1.3900000,16.0140000,1.1330000,-1.1330000,11.9330000,0.0240000,-0.0240000,15.2612000,0.0005010,-0.0005010,2015-12-05,2016-01,2015-12-05
EPIC 201238163.01,EPIC 201238163,,TIC 173163938,Gaia DR2 3792415410373810048,1,CANDIDATE,Vanderburg et al. 2016,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,1.08296140,,,0,,,,,1.560,,,0,0.139,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,3875.00,,,0,0.56,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h33m03.07s,173.2627978,-03d23m19.39s,-3.3887192,299.4060000,4.5280000,-4.3980000,15.6570000,0.3550000,-0.3550000,12.2820000,0.0240000,-0.0240000,15.1848000,0.0006760,-0.0006760,2015-12-05,2016-01,2015-12-05
EPIC 201239401.01,EPIC 201239401,,TIC 173147407,Gaia DR2 3793161154135363072,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,0.90565500,0.00004900,-0.00005000,0,,,,,1.570,0.160,-0.260,0,0.140,0.014,-0.023,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.58,0.04,-0.03,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h32m12.69s,173.0528796,-03d22m13.16s,-3.3703210,190.0750000,1.5550000,-1.5550000,15.7310000,0.4460000,-0.4460000,11.7350000,0.0260000,-0.0260000,14.9247000,0.0005310,-0.0005310,2019-09-05,2019-09,2019-09-05
EPIC 201239401.01,EPIC 201239401,,TIC 173147407,Gaia DR2 3793161154135363072,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,0.90552205,,,0,,,,,1.520,,,0,0.136,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,3710.00,,,0,0.50,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h32m12.69s,173.0528796,-03d22m13.16s,-3.3703210,190.0750000,1.5550000,-1.5550000,15.7310000,0.4460000,-0.4460000,11.7350000,0.0260000,-0.0260000,14.9247000,0.0005310,-0.0005310,2015-12-05,2016-01,2015-12-05
EPIC 201247497.01,EPIC 201247497,,TIC 78312435,Gaia DR2 3600326434034752640,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,2.75411290,,,0,,,,,4.870,,,0,0.434,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,3834.00,,,0,0.55,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h51m47.15s,177.9464521,-03d14m45.67s,-3.2460183,793.1310000,108.2400000,-85.5950000,17.3749000,0.0461000,-0.0461000,13.7480000,0.0570000,-0.0570000,16.7664000,0.0007610,-0.0007610,2015-12-05,2016-01,2015-12-05
EPIC 201247497.01,EPIC 201247497,,TIC 78312435,Gaia DR2 3600326434034752640,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,2.75421000,0.00012000,-0.00012000,0,,,,,8.400,1.200,-6.800,0,0.750,0.110,-0.610,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.89,0.06,-0.01,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h51m47.15s,177.9464521,-03d14m45.67s,-3.2460183,793.1310000,108.2400000,-85.5950000,17.3749000,0.0461000,-0.0461000,13.7480000,0.0570000,-0.0570000,16.7664000,0.0007610,-0.0007610,2019-09-05,2019-09,2019-09-05
EPIC 201247497.01,EPIC 201247497,,TIC 78312435,Gaia DR2 3600326434034752640,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,2.75391000,0.00015000,-0.00015000,0,,,,,3.780,0.680,-0.680,0,0.337,0.061,-0.061,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,3918.00,46.00,-46.00,0,0.44,0.03,-0.03,0,,,,,,,,,,4.85,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h51m47.15s,177.9464521,-03d14m45.67s,-3.2460183,793.1310000,108.2400000,-85.5950000,17.3749000,0.0461000,-0.0461000,13.7480000,0.0570000,-0.0570000,16.7664000,0.0007610,-0.0007610,2016-07-18,2016-09,2016-07-18
EPIC 201258341.01,EPIC 201258341,,TIC 421194234,Gaia DR2 3601784489532129280,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,10.50439000,0.00059000,-0.00061000,0,,,,,1.750,0.150,-0.430,0,0.156,0.013,-0.038,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.88,0.02,-0.02,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h54m45.74s,178.6905819,-03d04m58.15s,-3.0828192,84.9470000,0.3721000,-0.3690000,9.9960000,0.0050000,-0.0050000,8.1660000,,,9.7827100,0.0008590,-0.0008590,2019-09-05,2019-09,2019-09-05
EPIC 201259803.01,EPIC 201259803,,TIC 38132622,Gaia DR2 3790395573153901184,1,CANDIDATE,Kruse et al. 2019,1,0,Transit,2019,K2,Published Candidate,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,1.68420800,0.00002400,-0.00002400,0,,,,,5.510,0.670,-0.900,0,0.492,0.060,-0.080,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,,0.43,0.05,-0.07,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h21m31.74s,170.3822570,-03d03m39.72s,-3.0610326,325.6360000,9.1805000,-9.1805000,16.8090000,0.4230000,-0.4230000,12.9410000,0.0300000,-0.0300000,16.2552000,0.0017040,-0.0017040,2019-09-05,2019-09,2019-09-05
EPIC 201264302.01,EPIC 201264302,,TIC 38086751,Gaia DR2 3790435155572409856,0,CANDIDATE,Kruse et al. 2019,1,0,Transit,2016,K2,Published Candidate,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,0.21219899,,,0,,,,,1.050,,,0,0.094,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,3468.00,,,0,0.37,,,0,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h18m23.31s,169.5971097,-02d59m29.03s,-2.9913978,71.8937000,0.2492000,-0.2475000,14.8980000,0.0250000,-0.0250000,10.3570000,0.0210000,-0.0210000,13.8198000,0.0005570,-0.0005570,2015-12-05,2016-01,2015-12-05
